id,t_date,code,name,p_open,p_high,p_low,p_close,volume,industrial
2.8912E+11,2019/7/31,2891,中信金,20.5,20.6,20.3,20.3,52746,金融保險業
2.8912E+11,2019/7/30,2891,中信金,20.5,20.6,20.5,20.5,12381,金融保險業
2.8912E+11,2019/7/29,2891,中信金,20.5,20.6,20.45,20.5,20736,金融保險業
2.8912E+11,2019/7/26,2891,中信金,20.5,20.55,20.5,20.55,13566,金融保險業
2.8912E+11,2019/7/25,2891,中信金,20.5,20.65,20.4,20.65,20718,金融保險業
2.8912E+11,2019/7/24,2891,中信金,20.5,20.55,20.4,20.45,19459,金融保險業
2.8912E+11,2019/7/23,2891,中信金,20.55,20.6,20.5,20.5,13855,金融保險業
2.8912E+11,2019/7/22,2891,中信金,20.5,20.6,20.45,20.55,18975,金融保險業
2.8912E+11,2019/7/19,2891,中信金,20.6,20.65,20.5,20.5,26198,金融保險業
2.8912E+11,2019/7/18,2891,中信金,20.6,20.6,20.5,20.6,13156,金融保險業
2.8912E+11,2019/7/17,2891,中信金,20.5,20.6,20.45,20.6,22202,金融保險業
2.8912E+11,2019/7/16,2891,中信金,20.6,20.6,20.45,20.55,38204,金融保險業
2.8912E+11,2019/7/15,2891,中信金,20.8,20.8,20.6,20.65,61017,金融保險業
2.8912E+11,2019/7/12,2891,中信金,21.7,21.75,21.6,21.6,67227,金融保險業
2.8912E+11,2019/7/11,2891,中信金,21.7,21.8,21.65,21.75,42944,金融保險業
2.8912E+11,2019/7/10,2891,中信金,21.75,21.8,21.7,21.75,26179,金融保險業
2.8912E+11,2019/7/9,2891,中信金,21.7,21.8,21.65,21.7,36392,金融保險業
2.8912E+11,2019/7/8,2891,中信金,21.7,21.75,21.65,21.7,26740,金融保險業
2.8912E+11,2019/7/5,2891,中信金,21.6,21.7,21.55,21.7,30232,金融保險業
2.8912E+11,2019/7/4,2891,中信金,21.5,21.65,21.5,21.55,27278,金融保險業
2.8912E+11,2019/7/3,2891,中信金,21.45,21.55,21.35,21.5,28943,金融保險業
2.8912E+11,2019/7/2,2891,中信金,21.45,21.55,21.4,21.5,38254,金融保險業
2.8912E+11,2019/7/1,2891,中信金,21.45,21.55,21.4,21.45,28545,金融保險業
2.8912E+11,2019/6/28,2891,中信金,21.5,21.5,21.35,21.35,30888,金融保險業
2.8912E+11,2019/6/27,2891,中信金,21.3,21.5,21.25,21.45,37723,金融保險業
2.8912E+11,2019/6/26,2891,中信金,21.1,21.25,21.1,21.2,18154,金融保險業
2.8912E+11,2019/6/25,2891,中信金,21.1,21.2,21.05,21.1,28398,金融保險業
2.8912E+11,2019/6/24,2891,中信金,21.05,21.35,21,21.05,33744,金融保險業
2.8912E+11,2019/6/21,2891,中信金,21.3,21.35,21.1,21.1,60377,金融保險業
2.8912E+11,2019/6/20,2891,中信金,21.55,21.6,21.3,21.4,37353,金融保險業
2.8912E+11,2019/6/19,2891,中信金,21.35,21.5,21.3,21.5,44480,金融保險業
